,X,Y,PRIMARYDISTRICTCD,COMMON_NAME,TREEHEIGHT,DIAM,GENUS,HERITAGE,EXCEPTIONAL
265,-122.280963517375,47.5347768945317,DISTRICT2,American Sycamore,0.0,45,Platanus,N,Y
266,-122.359927376608,47.6370711327382,DISTRICT7,Paper (Canoe) Birch,0.0,38,Betula,N,Y
267,-122.359801564376,47.6371210785312,DISTRICT7,Hawthorn,0.0,9,Crataegus,N,Y
268,-122.360154832222,47.6371208294315,DISTRICT7,Callery Pear,0.0,10,Pyrus,N,Y
269,-122.360097935722,47.6371220620867,DISTRICT7,Callery Pear,0.0,9,Pyrus,N,Y
270,-122.356623257632,47.7065139959858,DISTRICT5,Deodar Cedar,79.0,64,Cedrus,Y,Y
271,-122.281142172528,47.7090827921733,DISTRICT5,(Smooth) Japanese Maple,25.0,25,Acer,Y,Y
272,-122.345985256403,47.6792548964622,DISTRICT6,Maple,10.0,15,Acer,Y,Y
273,-122.308169309357,47.7305205413345,DISTRICT5,Black Walnut,102.0,67,Juglans,Y,Y
274,-122.361078767069,47.7082417379473,DISTRICT5,(Smooth) Japanese Maple,39.0,38,Acer,Y,Y
275,-122.285787013729,47.6209082344792,DISTRICT3,Yew,58.0,45,Taxus,Y,Y
276,-122.309182473327,47.5957414022505,DISTRICT3,Black Walnut,85.0,55,Juglans,Y,Y
277,-122.270110301342,47.560947434907,DISTRICT2,Grand (Giant) Fir,100.0,40,Abies,Y,Y
278,-122.371742044513,47.6851791954978,DISTRICT6,Western Red Cedar,64.0,72,Thuja,Y,Y
279,-122.381649345587,47.5581384664923,DISTRICT1,(Smooth) Japanese Maple,25.0,24,Acer,Y,Y
280,-122.394910909156,47.5373702240034,DISTRICT1,Copper Beech,80.0,43,Fagus,Y,Y
281,-122.305971045617,47.7287995386683,DISTRICT5,Douglas Fir,0.0,35,Pseudotsuga,N,Y
282,-122.302204654582,47.6430559398733,DISTRICT3,Red Oak,74.0,61,Quercus,Y,Y
283,-122.277835557235,47.6590193468162,DISTRICT4,Kousa Dogwood,31.0,31,Cornus,Y,Y
284,-122.325367910357,47.6104615077704,DISTRICT3,Schwedler Norway Maple,69.0,40,Acer,Y,Y
285,-122.262253500317,47.5509925987956,DISTRICT2,London Plane (Tree),0.0,46,Platanus,N,Y
286,-122.361402646414,47.7035961458361,DISTRICT6,Coast Redwood,0.0,47,Sequoia,Y,Y
287,-122.306412817964,47.7016088089276,DISTRICT5,American Sycamore,0.0,41,Platanus,Y,Y
288,-122.289014160384,47.6164069969896,DISTRICT3,"Ginkgo, Maidenhair Tree",0.0,23,Ginkgo,Y,Y
289,-122.381935164795,47.5719323100411,DISTRICT1,Red Oak,0.0,53,Quercus,Y,Y
290,-122.275686433495,47.5259884844544,DISTRICT2,Oregon White (Garry) Oak,0.0,42,Quercus,Y,Y
291,-122.282902022938,47.6582821635496,DISTRICT4,English Oak,0.0,29,Quercus,Y,Y
292,-122.337739370168,47.6265920295122,DISTRICT3,Laceleaf Maple,6.0,7,Acer,Y,N
293,-122.399420393147,47.6592693026232,DISTRICT7,Coast Redwood,99.0,52,Sequoia,Y,N
294,-122.333986100758,47.6018935141919,DISTRICT7,London Plane (Tree),80.0,43,Platanus,N,N
295,-122.338972565026,47.6642468094192,DISTRICT4,European Chestnut,36.0,55,Castanea,Y,Y
296,-122.380763349496,47.6745048612825,DISTRICT6,Silver (Silverleaf) Maple,65.0,44,Acer,Y,N
297,-122.374175738821,47.685163901364,DISTRICT6,Black Locust,47.0,46,Robinia,Y,N
298,-122.308776597008,47.5719790403501,DISTRICT2,"Ginkgo, Maidenhair Tree",60.0,28,Ginkgo,Y,N
299,-122.283278836414,47.6220437628474,DISTRICT3,(European) White Birch,55.0,17,Betula,N,N
300,-122.305809865011,47.6090964754587,DISTRICT3,American Hornbeam,8.0,1,Carpinus,N,N
301,-122.284200733038,47.611902365634,DISTRICT3,Giant Sequoia,148.0,100,Sequoiadendron,Y,N
302,-122.313812301371,47.5672895542912,DISTRICT2,Purple Prince Crabapple,2.0,0,Malus,N,N
303,-122.315213013552,47.5706915484646,DISTRICT2,State Street Maple,2.0,5,Acer,N,N
304,-122.309954835135,47.6877492597102,DISTRICT4,Autumn Brilliance Serviceberry,2.0,3,Amelanchier,N,N
305,-122.381328321314,47.5585444704579,DISTRICT1,Maple,2.0,0,Acer,N,N
306,-122.322214514238,47.6128161245473,DISTRICT3,"Ginkgo, Maidenhair Tree",2.0,2,Ginkgo,N,N
307,-122.304105923589,47.5868101341318,DISTRICT3,Italian Oak,2.0,0,Quercus,N,N
308,-122.348509872909,47.6132916985363,DISTRICT7,Princeton Sentry Ginkgo,2.0,5,Ginkgo,N,N
309,-122.366698784452,47.6898456472097,DISTRICT6,Western Red Cedar,80.0,35,Thuja,Y,N
310,-122.275573041256,47.654404180778,DISTRICT4,"Lawson Cypress, Port Orford Cedar",80.0,35,Chamaecyparis,Y,N
311,-122.345612471915,47.7143304363987,DISTRICT5,American (White) Elm,84.0,36,Ulmus,Y,N
312,-122.29003799453,47.6651121703827,DISTRICT4,(Pacific) Madrona,58.0,50,Arbutus,Y,N
313,-122.303081413075,47.6386984142131,DISTRICT3,London Plane (Tree),73.0,59,Platanus,Y,N
314,-122.263295722231,47.5080325497172,DISTRICT2,Giant Sequoia,136.0,93,Sequoiadendron,Y,N
315,-122.308198578645,47.5734134227645,DISTRICT2,Western White Pine,85.0,44,Pinus,Y,N
316,-122.324399951581,47.6257359374244,DISTRICT3,Oregon White (Garry) Oak,67.0,47,Quercus,Y,N
317,-122.28708954201,47.6311720295541,DISTRICT3,Oregon White (Garry) Oak,58.0,48,Quercus,Y,N
318,-122.39737910412,47.6837973941068,DISTRICT6,"Ginkgo, Maidenhair Tree",61.0,29,Ginkgo,Y,N
319,-122.384322479745,47.5884439096086,DISTRICT1,Tulip Tree,81.0,59,Liriodendron,Y,N
320,-122.359793100289,47.7042562132473,DISTRICT6,Common (Japanese) Zelkova,39.0,32,Zelkova,Y,N
321,-122.288004551492,47.6272550560322,DISTRICT3,Weeping Beech,59.0,20,Fagus,Y,N
322,-122.379406766798,47.6737226751054,DISTRICT6,Bigleaf Maple,86.0,92,Acer,Y,N
323,-122.401830822703,47.6428025106367,DISTRICT7,Common (Euro) Mountain Ash,45.0,38,Sorbus,Y,N
324,-122.406763715165,47.6476970786234,DISTRICT7,Copper Beech,73.0,42,Fagus,Y,N
325,-122.282270225828,47.7063467403794,DISTRICT5,Western Red Cedar,90.0,87,Thuja,Y,N
326,-122.4020322129,47.5693211832081,DISTRICT1,Douglas Fir,99.0,40,Pseudotsuga,Y,N
327,-122.265609844266,47.681479703226,DISTRICT4,(Smooth) Japanese Maple,26.0,35,Acer,Y,N
328,-122.314753420177,47.6947466129107,DISTRICT5,Western White Pine,85.0,39,Pinus,Y,N
329,-122.304596807229,47.6305160171196,DISTRICT3,Coast Redwood,114.0,98,Sequoia,Y,N
330,-122.319939338934,47.6186470511565,DISTRICT3,Chinese Scholar Tree,68.0,40,Sophora,Y,N
331,-122.328920925777,47.6431109474263,DISTRICT4,Lombardy Poplar,108.0,81,Populus,Y,N
332,-122.335032811282,47.6875531423689,DISTRICT6,English Walnut,48.0,25,Juglans,Y,N
333,-122.295027030592,47.6394816109759,DISTRICT3,Oregon Crab Apple,45.0,29,Malus,Y,N
334,-122.390290301341,47.6730205982275,DISTRICT6,London Plane (Tree),64.0,75,Platanus,Y,N
335,-122.356545887425,47.6742530889374,DISTRICT6,Sawara Cypress,60.0,30,Chamaecyparis,Y,N
336,-122.293634105304,47.5758068705823,DISTRICT2,Coast Redwood,133.0,77,Sequoia,Y,N
337,-122.371647581409,47.5744628368319,DISTRICT1,Western Red Cedar,63.0,66,Thuja,Y,N
338,-122.301285355986,47.633004039818,DISTRICT3,Ponderosa Pine,145.0,45,Pinus,Y,N
339,-122.303061935495,47.6386457394164,DISTRICT3,London Plane (Tree),72.0,55,Platanus,Y,N
340,-122.310064172826,47.6249541213293,DISTRICT3,Sugar Maple,90.0,54,Acer,Y,N
341,-122.250624842306,47.5601476388594,DISTRICT2,Douglas Fir,125.0,70,Pseudotsuga,Y,N
342,-122.266826260585,47.5125342969589,DISTRICT2,Grand (Giant) Fir,143.0,58,Abies,Y,N
343,-122.349986947808,47.5299966679131,DISTRICT1,Common (Fruiting) Pear Tree,39.0,24,Pyrus,Y,N
344,-122.407669630471,47.5724157517061,DISTRICT1,Golden Weeping Willow,47.0,48,Salix,Y,N
345,-122.366699155564,47.6898017904986,DISTRICT6,Western Red Cedar,75.0,27,Thuja,Y,N
346,-122.389007290804,47.5423384335734,DISTRICT1,White Oak,75.0,33,Quercus,Y,N
347,-122.361794971054,47.6590256926399,DISTRICT6,Bigleaf Maple,92.0,63,Acer,Y,N
348,-122.308937394481,47.6109932048857,DISTRICT3,Red Oak,60.0,55,Quercus,Y,N
349,-122.352828826476,47.6400236142413,DISTRICT7,Horse Chestnut,60.0,45,Aesculus,Y,N
350,-122.377555034484,47.67128382396,DISTRICT6,Giant Sequoia,95.0,76,Sequoiadendron,Y,N
351,-122.299278204109,47.5973864165918,DISTRICT3,(Sweet) Mazzard Cherry,73.0,30,Prunus,Y,N
352,-122.307695255899,47.5536371525113,DISTRICT2,Red Oak,80.0,54,Quercus,Y,N
353,-122.318166776635,47.620057701003,DISTRICT3,American (White) Elm,66.0,45,Ulmus,Y,N
354,-122.329010348866,47.6430962805377,DISTRICT4,Babylon Weeping Willow,39.0,28,Salix,Y,N
355,-122.328927152242,47.6430908422458,DISTRICT4,Babylon Weeping Willow,40.0,27,Salix,Y,N
356,-122.306859183837,47.6415891121131,DISTRICT3,Manzanita,30.0,20,Arctostaphylos,Y,N
357,-122.274286278477,47.6968529321074,DISTRICT5,Pacific Yew,26.0,18,Taxus,Y,N
358,-122.394547682901,47.637315260051,DISTRICT7,(Smooth) Japanese Maple,45.0,39,Acer,Y,N
359,-122.390277802877,47.6728386798468,DISTRICT6,London Plane (Tree),80.0,76,Platanus,Y,N
360,-122.309332724403,47.6702398583932,DISTRICT4,Tulip Tree,107.0,48,Liriodendron,Y,N
361,-122.382727193139,47.5532103630338,DISTRICT1,Chinese Fan (Windmill) Palm,35.0,9,Trachycarpus,Y,N
362,-122.352732871015,47.6899253494689,DISTRICT6,Deodar Cedar,85.0,48,Cedrus,Y,N
363,-122.274269411454,47.6968882905421,DISTRICT5,Pacific Yew,45.0,24,Taxus,Y,N
364,-122.342107734719,47.6190876858075,DISTRICT7,American (common) Persimmon,38.0,18,Diospyros,Y,N
365,-122.314786961432,47.6938586430121,DISTRICT5,Akebono Cherry,35.0,36,Prunus,Y,N
366,-122.328026303795,47.6745870510107,DISTRICT6,Western Red Cedar,92.0,64,Thuja,Y,N
367,-122.340252913671,47.7080379452459,DISTRICT5,Coast Redwood,131.0,56,Sequoia,Y,N
368,-122.372082685591,47.6792526902292,DISTRICT6,Yoshino Cherry,29.0,40,Prunus,Y,N
369,-122.384400150912,47.5785667332765,DISTRICT1,Red Oak,80.0,60,Quercus,Y,N
370,-122.367821676794,47.635200025355,DISTRICT7,Deodar Cedar,85.0,50,Cedrus,Y,N
371,-122.283294002219,47.6173944033343,DISTRICT3,European (Green) Beech,84.0,57,Fagus,Y,N
372,-122.396534773911,47.5161779528036,DISTRICT1,Wild Weeping (Higan) Cherry,25.0,35,Prunus,Y,N
373,-122.412578890053,47.6464020505414,DISTRICT7,Cork Oak,53.0,36,Quercus,Y,N
374,-122.293361026742,47.6324734146764,DISTRICT3,Katsura Tree,120.0,26,Cercidiphyllum,Y,N
375,-122.323062182294,47.7205244020828,DISTRICT5,Coulter Pine,73.0,38,Pinus,Y,N
376,-122.320817197827,47.624387633526,DISTRICT3,Flame Narrowleaf Ash,63.0,32,Fraxinus,Y,N
377,-122.311052060913,47.672421971439,DISTRICT4,Atlas Cedar,110.0,65,Cedrus,Y,N
378,-122.371550010377,47.7008071001637,DISTRICT6,Wild Weeping (Higan) Cherry,33.0,51,Prunus,Y,N
379,-122.366694467148,47.6897557529637,DISTRICT6,Western Red Cedar,60.0,32,Thuja,Y,N
380,-122.356547829546,47.6742179178923,DISTRICT6,Sawara Cypress,61.0,32,Chamaecyparis,Y,N
381,-122.332715121579,47.6539281124521,DISTRICT4,Silk Tree/Mimosa,50.0,32,Albizia,Y,N
382,-122.284724117711,47.5746246055459,DISTRICT2,Giant Sequoia,80.0,90,Sequoiadendron,Y,N
383,-122.300116076279,47.6074465255612,DISTRICT3,Durmast Oak,86.0,45,Quercus,Y,N
384,-122.336179937227,47.6878825738024,DISTRICT6,Ponderosa Pine,104.0,43,Pinus,Y,N
385,-122.368908684975,47.6859709777225,DISTRICT6,Red Oak,58.0,41,Quercus,Y,N
386,-122.29083251689,47.6280275069527,DISTRICT3,Horse Chestnut,59.0,52,Aesculus,Y,N
387,-122.338456333292,47.6545923388232,DISTRICT4,Apricot Tree,35.0,42,Prunus,Y,N
388,-122.329048633528,47.6430969012681,DISTRICT4,Babylon Weeping Willow,39.0,30,Salix,Y,N
389,-122.287288212387,47.6849099086015,DISTRICT4,Scarlet Oak,98.0,67,Quercus,Y,N
390,-122.311375748937,47.6268105914413,DISTRICT3,Tulip Tree,92.0,46,Liriodendron,Y,N
391,-122.320231141407,47.6351110062496,DISTRICT3,Japanese Umbrella Pine,44.0,41,Sciadopitys,Y,N
392,-122.33604740572,47.688023839666,DISTRICT6,Giant Sequoia,120.0,90,Sequoiadendron,Y,N
393,-122.270354765212,47.5425966961924,DISTRICT2,Oregon White (Garry) Oak,78.0,51,Quercus,Y,N
394,-122.300081407411,47.6240912116082,DISTRICT3,Ponderosa Pine,85.0,41,Pinus,Y,N
395,-122.297357614387,47.6081667393299,DISTRICT3,Common (Fruiting) Pear Tree,33.0,32,Pyrus,Y,N
396,-122.315595769499,47.6575213609443,DISTRICT4,London Plane (Tree),77.0,78,Platanus,Y,N
397,-122.384898998359,47.5859878297544,DISTRICT1,White Oak,80.0,47,Quercus,Y,N
398,-122.352543924992,47.6629259291954,DISTRICT6,European Chestnut,47.0,73,Castanea,Y,N
399,-122.27017787222,47.6589115486449,DISTRICT4,Empress Tree,34.0,47,Paulownia,Y,N
400,-122.353583825972,47.6311871657931,DISTRICT7,Black Walnut,59.0,49,Juglans,Y,N
401,-122.304908474669,47.6287612523496,DISTRICT3,Japanese Umbrella Pine,52.0,41,Sciadopitys,Y,N
402,-122.313615620236,47.6699397565686,DISTRICT4,Common (Fruiting) Pear Tree,57.0,29,Pyrus,Y,N
403,-122.287425937189,47.5769210678689,DISTRICT2,(Smooth) Japanese Maple,40.0,31,Acer,Y,N
404,-122.367833022352,47.6373010651426,DISTRICT7,Copper Beech,85.0,45,Fagus,Y,N
405,-122.312991429536,47.6926676825077,DISTRICT5,Western Red Cedar,99.0,58,Thuja,Y,N
406,-122.293636432202,47.6380433792838,DISTRICT3,Montezuma Pine,103.0,37,Pinus,Y,N
407,-122.30910485335,47.6870434408993,DISTRICT4,"China Fir, Cunninghamia",74.0,42,Cunninghamia,Y,N
408,-122.309222937407,47.7255832453641,DISTRICT5,Oregon White (Garry) Oak,80.0,50,Quercus,Y,N
409,-122.408219804198,47.6459046570687,DISTRICT7,Giant Sequoia,95.0,117,Sequoiadendron,Y,N
410,-122.335901596316,47.6964382571116,DISTRICT5,Golden Weeping Willow,25.0,58,Salix,Y,N
411,-122.383289008276,47.5438722236749,DISTRICT1,Giant Sequoia,105.0,111,Sequoiadendron,Y,N
412,-122.320573296783,47.6439039855005,DISTRICT3,European White Elm,76.0,50,Ulmus,Y,N
413,-122.377604522575,47.5009316187729,DISTRICT1,Catalina Ironwood,45.0,23,Lyonothamnus,Y,N
414,-122.289359253014,47.6256976329159,DISTRICT3,Bigleaf Maple,80.0,59,Acer,Y,N
415,-122.355053896495,47.6360612832761,DISTRICT7,Western Hemlock,83.0,43,Tsuga,Y,N
416,-122.268395967588,47.5378789376836,DISTRICT2,Tulip Tree,95.0,51,Liriodendron,Y,N
417,-122.314386894646,47.6307929147137,DISTRICT3,Copper Beech,94.0,71,Fagus,Y,N
418,-122.328532987298,47.6722406211375,DISTRICT6,Apple/Crabapple,2.0,0,Malus,N,N
419,-122.388914017212,47.5423339699326,DISTRICT1,White Oak,75.0,30,Quercus,Y,N
420,-122.402472723779,47.5703285609167,DISTRICT1,Purpleleaf Plum variety,2.0,0,Prunus,N,N
421,-122.292900939802,47.5854320341884,DISTRICT3,Adirondack Crabapple,2.0,0,Malus,N,N
422,-122.378547931307,47.5368752712127,DISTRICT1,Golden Raindrops Crabapple,2.0,0,Malus,N,N
423,-122.384650064093,47.6700432445796,DISTRICT6,Tulip Tree,3.0,7,Liriodendron,N,N
424,-122.304710859555,47.6480253680733,DISTRICT4,Armstrong Freeman (Red) Maple,19.0,11,Acer,N,N
425,-122.333045591554,47.612837109474,DISTRICT7,Bowhall Maple,1.0,10,Acer,N,N
426,-122.309946886161,47.5527374254284,DISTRICT2,Metro Gold Maple (Hedge),2.0,0,Acer,N,N
427,-122.312142299195,47.6766931438684,DISTRICT4,Scarlet Oak,63.0,46,Quercus,Y,N
428,-122.307979662063,47.6894594376902,DISTRICT4,Maple,2.0,10,Acer,N,N
429,-122.311506690359,47.7084057723609,DISTRICT5,Pacific Dogwood,45.0,33,Cornus,Y,N
430,-122.354207764759,47.6793400496111,DISTRICT6,Higan (Spring) Cherry,29.0,40,Prunus,Y,N
431,-122.308449946376,47.6746236376082,DISTRICT4,English Elm,90.0,50,Ulmus,Y,N
432,-122.329102210594,47.6385296007958,DISTRICT4,English Midland Hawthorn,43.0,30,Crataegus,Y,N
433,-122.286647254059,47.6010090136048,DISTRICT3,Tulip Tree,106.0,52,Liriodendron,Y,N
434,-122.396791842306,47.6840407059092,DISTRICT6,Deodar Cedar,84.0,42,Cedrus,Y,N
435,-122.306422823963,47.6742595127482,DISTRICT4,Paper (Canoe) Birch,53.0,32,Betula,Y,N
436,-122.333849104913,47.6019476602963,DISTRICT7,London Plane (Tree),80.0,44,Platanus,Y,N
437,-122.275956441777,47.6595145174247,DISTRICT4,(Smooth) Japanese Maple,45.0,15,Acer,Y,N
438,-122.359486910231,47.6842880986633,DISTRICT6,Norway Spruce,91.0,31,Picea,Y,N
439,-122.313741855263,47.6244901243724,DISTRICT3,"Ginkgo, Maidenhair Tree",50.0,26,Ginkgo,Y,N
440,-122.387064533964,47.5718838505348,DISTRICT1,Shirotae Flowering Cherry,13.0,25,Prunus,Y,N
441,-122.387076688315,47.5718432203841,DISTRICT1,Shirotae Flowering Cherry,15.0,26,Prunus,Y,N
442,-122.285689825259,47.6696164541897,DISTRICT4,Monkey Puzzle,40.0,28,Araucaria,Y,N
443,-122.291610703071,47.6710702415872,DISTRICT4,Tulip Tree,84.0,32,Liriodendron,Y,N
444,-122.292469496064,47.6710835224943,DISTRICT4,Tulip Tree,84.0,32,Liriodendron,Y,N
445,-122.378225547073,47.7030663147867,DISTRICT6,Giant Sequoia,99.0,80,Sequoiadendron,Y,N
446,-122.37322147062,47.7180544319807,DISTRICT5,Chestnut Oak,70.0,34,Quercus,Y,N
447,-122.396117037056,47.5659768128896,DISTRICT1,American (White) Elm,68.0,56,Ulmus,Y,N
448,-122.367775162313,47.6414546324509,DISTRICT5,Cedar of Lebanon,80.0,40,Cedrus,Y,N
449,-122.259270837799,47.550927414204,DISTRICT2,Holm (Holly) Oak,35.0,26,Quercus,Y,N
450,-122.301376590198,47.6825843220437,DISTRICT4,Sitka Spruce,85.0,40,Picea,Y,N
451,-122.301603187334,47.6825704543257,DISTRICT4,English (Hedge) Maple,50.0,43,Acer,Y,N
452,-122.304197190156,47.6858497356519,DISTRICT4,Scarlet Oak,100.0,45,Quercus,Y,N
453,-122.304240021377,47.6858387106127,DISTRICT4,Red Oak,100.0,32,Quercus,Y,N
454,-122.304321653115,47.685863362916,DISTRICT4,Silk Tree/Mimosa,55.0,32,Albizia,Y,N
455,-122.390668012294,47.5617602509896,DISTRICT1,Giant Sequoia,124.0,88,Sequoiadendron,Y,N
456,-122.313701449294,47.6233189312007,DISTRICT3,(Sweet) Mazzard Cherry,60.0,48,Prunus,Y,N
457,-122.38647319745,47.6742084769787,DISTRICT6,Bigleaf Maple,85.0,63,Acer,Y,N
458,-122.36753335165,47.6311876391305,DISTRICT7,Copper Beech,71.0,60,Fagus,Y,N
459,-122.380451588974,47.6727044024589,DISTRICT6,Ponderosa Pine,90.0,51,Pinus,Y,N
460,-122.289975604236,47.6261041212679,DISTRICT3,(Smooth) Japanese Maple,35.0,18,Acer,Y,N
461,-122.29010335911,47.6676441327767,DISTRICT4,Wild Weeping (Higan) Cherry,24.0,30,Prunus,Y,N
462,-122.290094910695,47.6675918358187,DISTRICT4,Wild Weeping (Higan) Cherry,24.0,27,Prunus,Y,N
463,-122.302792228052,47.6280343231499,DISTRICT3,(Pacific) Madrona,70.0,56,Arbutus,Y,N
464,-122.299310917857,47.6308241577111,DISTRICT3,Yellowwood,79.0,26,Cladrastis,Y,N
465,-122.372675482447,47.6712843002697,DISTRICT6,Lombardy Poplar,122.0,77,Populus,Y,N
466,-122.372541135221,47.6712809507025,DISTRICT6,Lombardy Poplar,121.0,72,Populus,Y,N
467,-122.362048694688,47.7169966319113,DISTRICT5,Douglas Fir,125.0,48,Pseudotsuga,Y,N
468,-122.372103025844,47.6396615594367,DISTRICT7,(Pacific) Madrona,63.0,40,Arbutus,Y,N
469,-122.386720560528,47.5157343703429,DISTRICT1,Norway Maple,48.0,43,Acer,Y,N
470,-122.28778454729,47.6216737235236,DISTRICT3,Bigleaf Maple,110.0,63,Acer,Y,N
471,-122.287341566478,47.6215386876065,DISTRICT3,Bigleaf Maple,114.0,64,Acer,Y,N
472,-122.329306934454,47.6633699554685,DISTRICT4,"Persian Ironwood, Parrotia",30.0,12,Parrotia,Y,N
473,-122.329241863224,47.6632595351032,DISTRICT4,Coast Redwood,85.0,62,Sequoia,Y,N
474,-122.329423716796,47.6632652394662,DISTRICT4,Copper Beech,75.0,31,Fagus,Y,N
475,-122.329573737275,47.6633441956374,DISTRICT4,Copper Beech,75.0,26,Fagus,Y,N
476,-122.329626920544,47.6634230761831,DISTRICT4,Tanoak,25.0,15,Lithocarpus,Y,N
477,-122.329622368929,47.6634730406162,DISTRICT4,Scarlet Oak,75.0,36,Quercus,Y,N
478,-122.329626304824,47.6635404286886,DISTRICT4,Veitch Magnolia,35.0,17,Magnolia,Y,N
479,-122.413301086495,47.6704887381887,DISTRICT7,Dawn Redwood,100.0,55,Metasequoia,Y,N
480,-122.339631639801,47.6878565846118,DISTRICT6,Dawn Redwood,77.0,30,Metasequoia,Y,N
481,-122.413292229015,47.6706031133454,DISTRICT7,Dawn Redwood,100.0,56,Metasequoia,Y,N
482,-122.314751101118,47.6744899167633,DISTRICT4,Western Red Cedar,88.0,55,Thuja,Y,N
483,-122.272057631444,47.5393266999883,DISTRICT2,Oregon White (Garry) Oak,75.0,44,Quercus,Y,N
484,-122.282351725242,47.7209389490147,DISTRICT5,Scarlet Oak,94.0,40,Quercus,Y,N
485,-122.282380241402,47.7208398824359,DISTRICT5,Scarlet Oak,93.0,26,Quercus,Y,N
486,-122.358545213545,47.5697621191441,DISTRICT1,Black Walnut,80.0,36,Juglans,Y,N
487,-122.269552972502,47.509603009414,DISTRICT2,Black Walnut,80.0,44,Juglans,Y,N
488,-122.389283300141,47.5640407114744,DISTRICT1,Western White Pine,73.0,47,Pinus,Y,N
489,-122.371292710487,47.6302594686796,DISTRICT7,Black Cottonwood,100.0,64,Populus,Y,N
490,-122.329609270265,47.6632607789172,DISTRICT4,Japanese Nutmeg-Tree,20.0,11,Torreya,Y,N
491,-122.413623884907,47.670616365135,DISTRICT7,China Fir,78.0,22,Cunninghamia,Y,N
492,-122.261395523018,47.6685350178691,DISTRICT4,California (Coast) Live Oak,65.0,46,Quercus,Y,N
493,-122.390576905025,47.5797375656797,DISTRICT1,Espresso Kentucky Coffee Tree,10.0,2,Gymnocladus,N,N
494,-122.390709730329,47.5810856705121,DISTRICT1,Espresso Kentucky Coffee Tree,10.0,2,Gymnocladus,N,N
495,-122.390712799201,47.5807129411654,DISTRICT1,Espresso Kentucky Coffee Tree,10.0,2,Gymnocladus,N,N
496,-122.389427152812,47.578172597399,DISTRICT1,Espresso Kentucky Coffee Tree,10.0,2,Gymnocladus,N,N
497,-122.390624309793,47.5783486499845,DISTRICT1,Espresso Kentucky Coffee Tree,10.0,2,Gymnocladus,N,N
498,-122.368804789248,47.6485083737943,DISTRICT7,Northern (Western) Catalpa,62.0,57,Catalpa,Y,N
499,-122.369312517087,47.7021000295831,DISTRICT6,Lombardy Poplar Grove,120.0,75,Populus,Y,N
500,-122.318639285323,47.5265516935997,DISTRICT1,"Ginkgo, Maidenhair Tree",53.0,35,Ginkgo,Y,N
501,-122.356880125383,47.7074529131763,DISTRICT5,"Lawson Cypress, Port Orford Cedar",71.0,25,Chamaecyparis,Y,N
502,-122.370866467741,47.647168887146,DISTRICT7,Red Oak,65.0,50,Quercus,Y,N
503,-122.359223712888,47.6993352276237,DISTRICT6,Snow Gum,25.0,30,Eucalyptus,Y,N
504,-122.317042174424,47.5279844273357,DISTRICT1,Royal Raindrops Crabapple,2.0,2,Malus,N,N
505,-122.292825184153,47.5575665585467,DISTRICT2,Tulip Tree,90.0,42,Liriodendron,Y,N
506,-122.29281392473,47.5574572181601,DISTRICT2,Tulip Tree,120.0,46,Liriodendron,Y,N
507,-122.394384299767,47.6445335563891,DISTRICT7,Austrian Black Pine,67.0,62,Pinus,Y,N
508,-122.307523597419,47.6099983513494,DISTRICT3,Hornbeam,8.0,1,Carpinus,N,N
509,-122.27105345717,47.5200220790384,DISTRICT2,Pacific Sunset Maple,1.0,3,Acer,N,N
510,-122.405953710445,47.6777369268893,DISTRICT3,Japanese Snowbell Tree,7.0,1,Styrax,N,N
511,-122.405627477174,47.6782956742936,DISTRICT3,Japanese Snowbell Tree,7.0,1,Styrax,N,N
512,-122.405033169877,47.6793003179755,DISTRICT3,Japanese Snowbell Tree,8.0,1,Styrax,N,N
513,-122.405634188391,47.6781549293869,DISTRICT3,American Hornbeam,7.0,2,Carpinus,N,N
514,-122.405984016771,47.6775155016379,DISTRICT3,Japanese Snowbell Tree,7.0,1,Styrax,N,N
515,-122.35468935795,47.6622231013172,DISTRICT6,American Hornbeam,8.0,1,Carpinus,N,N
516,-122.355088339269,47.662073718389,DISTRICT6,Red Oak,10.0,2,Quercus,N,N
517,-122.35443621439,47.6620731507037,DISTRICT6,Red Oak,8.0,2,Quercus,N,N
518,-122.354744842791,47.6620725982799,DISTRICT6,Red Oak,8.0,2,Quercus,N,N
519,-122.350018574242,47.654311853057,DISTRICT6,American Hornbeam,8.0,1,Carpinus,N,N
520,-122.349808667521,47.6522408397199,DISTRICT6,American Hornbeam,8.0,1,Carpinus,N,N
521,-122.349818167978,47.6518782079647,DISTRICT6,American Hornbeam,8.0,2,Carpinus,N,N
522,-122.349808422733,47.652417311587,DISTRICT6,American Hornbeam,8.0,1,Carpinus,N,N
